DATE (MM/DD),MST,Global CMP22 (vent/cor) [W/m^2],Direct sNIP [W/m^2],Azimuth Angle [degrees],Tower Dry Bulb Temp [deg C],Tower Wet Bulb Temp [deg C],Tower Dew Point Temp [deg C],Total Cloud Cover [%],Peak Wind Speed @ 6ft [m/s],Precipitation (Accumulated) [mm],Moisture,Albedo (CMP11)
04-11,08:10,527.502,935.101,104.74335,14.45,4.12,-9.48,12.0,3.7,0.0,0.0,0.2062
04-11,08:20,560.818,943.901,106.6516,14.7,4.116,-10.184,11.0,4.2,0.0,0.0,0.2043
04-11,08:30,594.217,957.624,108.62316,15.05,4.234,-10.466,10.0,5.2,0.0,0.0,0.2022
04-11,08:40,625.822,968.779,110.66549,15.78,4.758,-9.642,13.0,3.45,0.0,0.0,0.1998
04-11,08:50,656.723,975.406,112.78661,15.89,4.807,-9.593,18.0,3.95,0.0,0.0,0.1972
04-11,09:00,686.312,982.193,114.99515,15.88,4.707,-10.293,15.0,5.2,0.0,0.0,0.1947
04-11,09:10,716.424,989.909,117.30037,15.89,4.631,-10.569,17.0,6.45,0.0,0.0,0.1926
04-11,09:20,745.553,999.349,119.71213,15.86,4.605,-10.395,16.0,3.95,0.0,0.0,0.1905
04-11,09:30,770.839,1004.05,122.24086,16.13,4.683,-11.107,18.0,5.95,0.0,0.0,0.1887
04-11,09:40,796.33,1008.86,124.89747,16.29,4.763,-10.837,14.0,6.95,0.0,0.0,0.1868
04-11,09:50,821.159,1015.79,127.69315,16.24,4.681,-11.319,15.0,5.7,0.0,0.0,0.1855
04-11,10:00,842.656,1020.68,130.6392,16.78,5.084,-10.216,17.0,3.95,0.0,0.0,0.1844
04-11,10:10,863.528,1023.63,133.74658,16.77,4.899,-11.501,10.0,5.2,0.0,0.0,0.183
04-11,10:20,881.289,1027.21,137.02546,17.56,5.629,-9.661,15.0,2.95,0.0,0.0,0.182
04-11,10:30,900.554,1028.62,140.48454,17.11,5.108,-10.992,19.0,6.7,0.0,0.0,0.1807
04-11,10:40,920.807,1032.01,144.13025,17.3,5.215,-10.785,22.0,6.2,0.0,0.0,0.1798
04-11,10:50,936.301,1036.93,147.96571,17.47,5.38,-10.52,18.0,4.2,0.0,0.0,0.1791
04-11,11:00,947.493,1038.06,151.98971,17.58,5.384,-10.716,19.0,6.95,0.0,0.0,0.1787
04-11,11:10,967.684,1041.48,156.19556,17.47,5.38,-10.52,23.0,5.95,0.0,0.0,0.1782
04-11,11:20,977.928,1043.84,160.57017,17.68,5.465,-10.535,27.0,3.95,0.0,0.0,0.1781
04-11,11:30,995.193,1043.26,165.0934,17.78,5.237,-11.963,18.0,6.2,0.0,0.0,0.1787
04-11,11:40,1002.29,1024.84,169.73805,17.67,5.257,-11.743,29.0,4.7,0.0,0.0,0.1776
04-11,11:50,939.108,893.433,174.47042,17.97,5.269,-12.231,38.0,7.45,0.0,0.0,0.179
04-11,12:00,1000.5,950.698,179.25176,18.36,5.547,-11.853,38.0,6.7,0.0,0.0,0.1781
04-11,12:10,915.703,862.663,184.04036,18.73,5.761,-11.639,36.0,4.45,0.0,0.0,0.1814
04-11,12:20,1027.38,1027.97,188.79405,18.53,5.509,-12.291,32.0,5.45,0.0,0.0,0.1798
04-11,12:30,1042.48,1029.2,193.47281,18.35,5.217,-13.883,36.0,4.7,0.0,0.0,0.1804
04-11,12:40,271.956,61.1873,198.04104,19.32,5.87,-12.33,47.0,2.95,0.0,0.0,0.1774
04-11,12:50,294.328,38.6323,202.46919,17.99,5.202,-12.598,62.0,2.45,0.0,0.0,0.1709
04-11,13:00,272.268,2.17096,206.73471,17.8,5.197,-12.403,69.0,1.7,0.0,0.0,0.1679
04-11,13:10,319.628,3.16001,210.82214,18.52,5.653,-11.447,83.0,5.2,0.0,0.0,0.174
04-11,13:20,319.765,36.7926,214.72272,17.89,5.639,-10.061,74.0,1.45,0.0,0.0,0.1716
04-11,13:30,403.553,122.404,218.43349,18.56,5.697,-11.203,76.0,0.0,0.0,0.0,0.1736
04-11,13:40,545.706,371.22,221.95621,19.5,6.688,-8.702,51.0,1.45,0.0,0.0,0.1948
04-11,13:50,741.654,709.455,225.29631,18.03,5.439,-11.261,46.0,2.2,0.0,0.0,0.177
04-11,14:00,969.097,985.583,228.46182,18.8,6.097,-9.903,53.0,1.95,0.0,0.0,0.1848
04-11,14:10,929.835,1009.69,231.46248,19.12,5.884,-11.816,54.0,1.95,0.0,0.0,0.1888
04-11,14:20,911.71,988.903,234.30907,19.51,6.002,-11.898,58.0,5.95,0.0,0.0,0.1906
04-11,14:30,776.161,884.901,237.0128,19.67,6.206,-11.194,51.0,0.45,0.0,0.0,0.1932
04-11,14:40,833.389,989.796,239.58494,20.57,6.483,-12.217,45.0,4.7,0.0,0.0,0.1946
04-11,14:50,787.453,986.779,242.03652,20.85,6.598,-12.002,46.0,2.95,0.0,0.0,0.1956
04-11,15:00,752.91,991.125,244.37816,20.1,6.031,-13.369,43.0,7.7,0.0,0.0,0.1982
04-11,15:10,676.193,878.492,246.6199,19.79,6.088,-12.612,44.0,2.95,0.0,0.0,0.1977
04-11,15:20,682.092,944.049,248.77122,20.22,6.131,-13.569,43.0,5.95,0.0,0.0,0.202
04-11,15:30,667.768,946.873,250.84097,19.48,5.841,-13.239,46.0,4.2,0.0,0.0,0.2035
04-11,15:40,653.614,945.094,252.83738,20.0,6.044,-13.356,52.0,5.2,0.0,0.0,0.2056
04-11,15:50,450.793,523.522,254.76808,19.84,5.875,-13.625,53.0,4.95,0.0,0.0,0.2031
04-11,16:00,382.296,379.178,256.64017,19.52,5.764,-13.536,64.0,2.95,0.0,0.0,0.1981
04-11,16:10,280.831,152.92,258.46022,18.82,5.54,-13.25,75.0,3.45,0.0,0.0,0.1917
04-11,16:20,343.913,292.434,260.23433,18.82,5.556,-12.744,87.0,4.7,0.0,0.0,0.2013
04-11,16:30,389.239,452.186,261.9682,19.02,5.562,-13.438,95.0,5.2,0.0,0.0,0.2078
04-11,16:40,210.002,79.3256,263.66712,18.51,5.482,-12.518,94.0,4.45,0.0,0.0,0.1911
04-11,16:50,176.678,14.43,265.33605,17.87,5.062,-12.938,95.0,5.7,0.0,0.0,0.1882
05-11,06:40,62.2674,-0.380811,82.34218,1.148,-0.036,-1.436,94.0,2.2,0.0,0.0,0.1969
05-11,06:50,57.681,-0.306628,83.85282,1.04,-0.186,-1.486,95.0,2.95,0.0,0.0,0.1971
05-11,07:00,47.9495,-0.49456,85.3754,0.984,-0.193,-1.593,95.0,1.7,0.0,0.0,0.1912
05-11,07:10,44.5272,-0.415431,86.91393,0.958,-0.181,-1.571,96.0,3.2,0.0,0.0,0.194
05-11,07:20,40.4027,-0.27201,88.47273,0.934,-0.248,-1.548,96.0,2.95,0.0,0.0,0.1888
05-11,07:30,44.5124,-0.395652,90.05644,0.903,-0.246,-1.546,97.0,1.95,0.0,0.0,0.1898
05-11,07:40,44.0917,-0.138479,91.67012,1.002,-0.177,-1.577,96.0,1.45,0.0,0.0,0.192
05-11,07:50,37.9201,-0.47478,93.31932,0.945,-0.212,-1.612,97.0,1.7,0.0,0.0,0.1831
05-11,08:00,27.6775,-0.207716,95.01011,0.942,-0.229,-1.629,97.0,1.45,0.0,0.0,0.1785
05-11,08:10,28.5723,-0.286846,96.74923,1.031,-0.211,-1.611,97.0,1.7,0.0,0.0,0.1758
05-11,08:20,36.5672,-0.20277,98.54416,1.102,-0.135,-1.535,97.0,1.95,0.0,0.0,0.1732
05-11,08:30,52.9934,0.103858,100.40327,1.11,-0.113,-1.513,98.0,1.45,0.0,0.0,0.1758
05-11,08:40,86.7708,0.791303,102.33594,1.202,-0.093,-1.493,98.0,1.7,0.0,0.0,0.1799
05-11,08:50,105.622,0.791306,104.35271,1.349,0.015,-1.485,99.0,1.95,0.0,0.2,0.1816
05-11,09:00,94.8809,0.395651,106.46548,1.576,0.221,-1.379,99.0,0.95,0.0,0.0,0.1833
05-11,09:10,78.7385,0.776464,108.68773,1.757,0.324,-1.276,99.0,0.0,0.0,0.0,0.1817
05-11,09:20,68.2839,0.276956,111.03466,1.55,0.159,-1.341,99.0,0.0,0.0,0.0,0.1802
05-11,09:30,79.5594,-0.687441,113.52348,1.419,0.215,-1.085,100.0,1.45,0.0,0.3,0.1746
05-11,09:40,87.9101,-0.024728,116.17358,1.424,0.155,-1.345,98.0,0.0,0.0,0.1,0.1783
05-11,09:50,93.415,0.979235,119.00668,1.816,0.44,-1.16,99.0,0.0,0.0,0.0,0.1762
05-11,10:00,95.2524,1.18201,122.04691,2.031,0.521,-1.279,99.0,0.95,0.0,0.85,0.179
05-11,10:10,110.629,0.608314,125.32065,1.896,0.503,-1.097,97.0,1.7,0.0,0.25,0.1768
05-11,10:20,132.697,-0.291791,128.85616,2.178,0.895,-0.605,97.0,0.95,0.0,1.0,0.1743
05-11,10:30,128.23,-0.464889,132.68262,2.269,0.818,-0.882,97.0,1.45,0.0,1.0,0.1752
05-11,10:40,129.927,0.004946,136.82859,2.335,1.093,-0.307,95.0,1.7,0.0,1.0,0.173
05-11,10:50,174.036,-0.553911,141.31947,2.333,1.306,0.206,93.0,1.7,0.0,1.0,0.1696
05-11,11:00,241.674,0.578639,146.1738,2.627,1.611,0.511,92.0,1.95,0.0,1.0,0.1694
05-11,11:10,311.463,2.44808,151.39853,2.962,2.09,1.19,98.0,0.95,0.0,1.0,0.1697
05-11,11:20,366.492,5.6578,156.9834,3.412,2.654,1.854,97.0,2.2,0.254,1.0,0.1695
05-11,11:30,413.77,5.45997,162.89568,3.559,2.71,1.81,96.0,2.45,0.254,1.0,0.1688
05-11,11:40,385.219,2.42829,169.07669,4.068,3.088,2.088,96.0,1.45,0.254,1.0,0.1704
05-11,11:50,412.675,3.14543,175.44233,4.549,3.147,1.647,96.0,1.2,0.254,1.0,0.1739
05-11,12:00,380.538,3.41744,181.88868,4.934,3.796,2.596,97.0,1.95,0.254,1.0,0.1751
05-11,12:10,160.079,-0.524234,188.30255,4.575,3.293,1.893,98.0,2.7,0.254,1.0,0.1769
05-11,12:20,477.618,4.72309,194.57453,4.351,3.581,2.781,97.0,2.45,0.254,1.0,0.1696
05-11,12:30,301.929,0.588528,200.61101,4.434,3.271,2.171,97.0,1.7,0.254,1.0,0.1729
05-11,12:40,435.375,2.60142,206.34204,4.682,3.669,2.579,97.0,1.45,0.254,1.0,0.1699
05-11,12:50,300.366,3.16521,211.724,5.52,4.203,3.003,95.0,2.2,0.254,1.0,0.1771
05-11,13:00,258.227,0.840755,216.73757,4.907,3.567,2.167,95.0,1.45,0.254,1.0,0.173
05-11,13:10,237.14,0.806137,221.38301,5.086,3.623,2.223,94.0,1.45,0.254,1.0,0.1707
05-11,13:20,159.569,-0.924828,225.67453,4.725,3.637,2.637,95.0,1.95,0.254,1.0,0.1607
05-11,13:30,138.147,-0.093967,229.63511,4.5,3.622,2.722,97.0,1.7,0.508,1.0,0.1605
05-11,13:40,238.218,1.83977,233.29232,4.802,3.967,3.067,98.0,0.0,0.762,1.0,0.1622
05-11,13:50,333.839,1.9832,236.67532,5.108,4.365,3.575,98.0,1.2,0.762,1.0,0.1659
05-11,14:00,675.122,119.976,239.81291,5.946,4.901,4.001,97.0,1.45,0.762,1.0,0.1632
05-11,14:10,522.559,17.6657,242.73236,6.129,4.925,3.735,93.0,2.45,0.762,1.0,0.1699
05-11,14:20,547.337,26.1325,245.45878,6.32,5.055,3.955,86.0,0.7,0.762,1.0,0.1702
05-11,14:30,797.114,601.835,248.01494,7.718,6.27,5.07,67.0,2.2,0.762,1.0,0.1681
05-11,14:40,785.518,799.39,250.42121,8.32,6.876,5.676,22.0,2.45,0.762,1.0,0.1765
05-11,14:50,766.939,875.689,252.69571,9.19,7.487,6.087,14.0,2.7,0.762,0.0,0.1842
05-11,15:00,738.996,898.572,254.85449,10.3,7.755,5.755,13.0,2.2,0.762,0.0,0.1892
05-11,15:10,708.567,884.008,256.91172,10.32,7.696,5.516,12.0,3.7,0.762,0.0,0.1937
05-11,15:20,686.141,851.213,258.87997,10.34,7.549,5.349,14.0,3.7,0.762,0.0,0.1981
05-11,15:30,605.437,641.506,260.77034,10.23,7.383,4.983,27.0,4.95,0.762,0.0,0.1999
05-11,15:40,420.862,339.842,262.59268,10.43,7.236,4.536,35.0,4.2,0.762,0.0,0.2006
05-11,15:50,457.99,296.48,264.35578,10.76,7.51,4.81,67.0,3.2,0.762,0.0,0.2016
05-11,16:00,330.104,127.33,266.06749,10.0,6.816,4.116,84.0,4.7,0.762,0.0,0.1982
05-11,16:10,275.702,36.5976,267.73484,10.13,6.92,4.22,97.0,2.45,0.762,0.0,0.1916
05-11,16:20,222.119,2.52722,269.36419,10.01,6.792,3.992,98.0,3.45,0.762,0.0,0.1883
05-11,16:30,184.545,1.0732,270.9613,9.63,6.319,3.319,98.0,3.45,0.762,0.0,0.1903
05-11,16:40,166.356,1.65678,272.53143,9.76,6.436,3.436,98.0,4.7,0.762,0.0,0.1946
05-11,16:50,148.749,2.58657,274.07938,9.64,6.277,3.177,98.0,3.7,0.762,0.0,0.1962
06-11,06:40,353.971,837.448,77.47569,17.44,8.138,-0.862,7.0,4.2,0.0,0.0,0.239
06-11,06:50,389.023,859.308,78.90812,17.91,8.518,-0.382,7.0,3.45,0.0,0.0,0.2329
06-11,07:00,424.041,878.195,80.34683,18.5,8.752,-0.448,8.0,3.45,0.0,0.0,0.2283
06-11,07:10,458.622,895.624,81.79535,18.92,8.842,-0.558,8.0,3.2,0.0,0.0,0.2238
06-11,07:20,491.934,907.487,83.25749,19.33,9.087,-0.413,10.0,2.7,0.0,0.0,0.218
06-11,07:30,524.622,918.634,84.73739,19.76,9.069,-0.931,9.0,2.95,0.0,0.0,0.213
06-11,07:40,557.708,930.665,86.23959,20.39,9.329,-0.871,9.0,1.95,0.0,0.0,0.2086
06-11,07:50,588.662,938.29,87.76906,20.87,9.325,-1.475,10.0,0.95,0.0,0.0,0.2036
06-11,08:00,619.489,945.885,89.33135,21.61,10.195,-0.005,13.0,1.45,0.0,0.0,0.1962
06-11,08:10,653.126,948.036,90.93263,21.91,11.341,2.951,13.0,3.95,0.0,0.0,0.192
06-11,08:20,681.796,953.636,92.57987,22.06,11.067,2.067,9.0,2.95,0.0,0.0,0.1931
06-11,08:30,713.949,961.674,94.28093,21.99,11.164,2.394,9.0,3.2,0.0,0.0,0.1917
06-11,08:40,742.362,969.803,96.0448,22.75,10.727,0.427,13.0,4.2,0.0,0.0,0.1888
06-11,08:50,768.25,972.378,97.88177,22.25,11.525,3.125,10.0,4.45,0.0,0.0,0.1863
06-11,09:00,795.491,977.192,99.80371,22.4,10.764,0.964,11.0,3.45,0.0,0.0,0.1833
06-11,09:10,820.789,982.313,101.82439,23.03,11.122,1.122,9.0,3.45,0.0,0.0,0.1805
06-11,09:20,842.439,983.038,103.95987,23.3,10.685,-0.505,12.0,4.2,0.0,0.0,0.1771
06-11,09:30,866.694,990.519,106.22893,22.86,10.683,0.083,16.0,4.45,0.0,0.0,0.1757
06-11,09:40,887.737,991.004,108.65362,22.63,10.72,0.52,25.0,3.45,0.0,0.0,0.1726
06-11,09:50,911.034,995.906,111.2599,22.59,10.472,-0.308,11.0,4.2,0.0,0.0,0.1697
06-11,10:00,927.721,997.806,114.07831,23.24,10.801,0.001,7.0,2.7,0.0,0.0,0.169
06-11,10:10,944.806,997.303,117.14468,23.26,10.617,-0.653,7.0,3.7,0.0,0.0,0.166
06-11,10:20,959.107,997.657,120.50078,23.52,11.088,0.418,2.0,2.95,0.0,0.0,0.1658
06-11,10:30,975.619,999.962,124.19464,23.56,10.752,-0.548,6.0,3.95,0.0,0.0,0.1634
06-11,10:40,989.03,1002.92,128.28031,23.73,10.749,-0.821,6.0,3.7,0.0,0.0,0.1623
06-11,10:50,1003.04,1007.4,132.81622,23.59,11.029,0.149,4.0,3.2,0.0,0.0,0.1618
06-11,11:00,1011.0,1005.8,137.86147,23.98,10.92,-0.48,5.0,4.95,0.0,0.0,0.1593
06-11,11:10,1024.68,1006.9,143.4686,23.6,10.716,-0.774,12.0,4.7,0.0,0.0,0.1591
06-11,11:20,1030.43,1007.19,149.67184,24.49,11.204,-0.296,13.0,3.95,0.0,0.0,0.1581
06-11,11:30,1033.31,1004.87,156.47075,24.58,11.426,0.226,15.0,4.45,0.0,0.0,0.1559
06-11,11:40,1043.56,1000.48,163.81197,24.42,11.172,-0.328,15.0,4.45,0.0,0.0,0.1568
06-11,11:50,1071.36,998.655,171.57597,24.47,11.379,0.279,27.0,5.2,0.0,0.0,0.1585
06-11,12:00,1077.35,997.684,179.57858,25.55,11.974,0.774,39.0,3.2,0.0,0.0,0.1593
06-11,12:10,1073.67,996.165,187.59383,24.46,11.269,-0.131,32.0,4.2,0.0,0.0,0.1569
06-11,12:20,1066.21,995.002,195.39338,25.37,11.783,0.393,34.0,3.95,0.0,0.0,0.1598
06-11,12:30,1068.21,987.66,202.78712,25.12,11.253,-0.747,32.0,6.45,0.0,0.0,0.1605
06-11,12:40,1081.08,989.375,209.64812,25.13,11.695,0.415,35.0,2.95,0.0,0.0,0.1641
06-11,12:50,1052.04,989.513,215.91636,25.89,11.796,-0.194,33.0,2.7,0.0,0.0,0.1625
06-11,13:00,1073.16,982.237,221.58655,25.71,11.691,-0.209,36.0,3.7,0.0,0.0,0.1638
06-11,13:10,1057.57,948.839,226.69004,25.16,11.502,-0.198,32.0,4.2,0.0,0.0,0.1638
06-11,13:20,360.011,8.83349,231.27807,24.79,11.002,-1.288,85.0,4.95,0.0,0.0,0.1536
06-11,13:30,404.396,5.31289,235.40944,24.75,11.291,-0.309,91.0,3.2,0.0,0.0,0.168
06-11,13:40,744.705,371.207,239.14289,24.9,11.232,-0.738,87.0,2.2,0.0,0.0,0.2003
06-11,13:50,871.441,652.155,242.53303,26.48,12.074,0.074,61.0,2.45,0.0,0.0,0.1774
06-11,14:10,1088.43,902.726,248.472,25.87,11.752,-0.148,57.0,3.2,0.0,0.0,0.1787
06-11,14:20,590.524,311.557,251.0997,25.35,11.783,0.483,57.0,5.45,0.0,0.0,0.163
06-11,14:30,899.454,647.692,253.54276,24.71,11.23,-0.37,62.0,4.45,0.0,0.0,0.185
06-11,14:40,373.981,67.384,255.8276,26.01,11.748,-0.442,74.0,3.95,0.0,0.0,0.2039
06-11,14:50,439.283,80.5631,257.97666,25.81,11.608,-0.592,75.0,5.2,0.0,0.0,0.1379
06-11,15:00,301.204,4.90806,260.00905,24.43,10.994,-0.706,87.0,2.45,0.0,0.0,0.1677
06-11,15:10,261.822,1.85163,261.94111,24.59,11.286,-0.204,75.0,2.95,0.0,0.0,0.1696
06-11,15:20,405.785,202.068,263.78681,24.64,11.288,-0.212,60.0,3.2,0.0,0.0,0.2559
06-11,15:30,251.356,2.87866,265.55823,24.32,10.869,-1.031,68.0,4.7,0.0,0.0,0.1712
06-11,15:40,750.642,831.681,267.26581,24.75,11.196,-0.604,57.0,3.45,0.0,0.0,0.205
06-11,15:50,739.473,865.874,268.91866,26.4,12.056,0.056,52.0,4.7,0.0,0.0,0.2057
06-11,16:00,464.314,407.258,270.52477,25.78,11.572,-0.718,67.0,3.95,0.0,0.0,0.2152
06-11,16:10,176.789,3.881,272.09118,24.27,10.856,-0.944,77.0,2.2,0.0,0.0,0.1535
06-11,16:20,170.816,-0.039501,273.62416,24.19,10.987,-0.613,83.0,1.2,0.0,0.0,0.1687
06-11,16:30,161.574,0.794964,275.12929,24.05,10.624,-1.576,82.0,3.45,0.0,0.0,0.1678
06-11,16:50,133.211,0.790026,278.07575,23.87,10.709,-1.091,89.0,1.95,0.0,0.0,0.179
07-11,06:40,306.863,736.177,77.63614,20.45,11.323,4.333,7.0,1.95,0.0,0.0,0.2453
07-11,06:50,340.826,760.859,79.08607,20.69,11.529,4.729,7.0,2.2,0.0,0.0,0.2403
07-11,07:00,373.637,781.13,80.54142,21.42,13.398,8.298,7.0,1.45,0.0,0.0,0.237
07-11,07:10,408.028,802.574,82.00568,21.85,13.681,8.491,9.0,0.95,0.0,0.0,0.2281
07-11,07:20,442.051,817.317,83.48263,22.41,13.973,8.773,12.0,2.2,0.0,0.0,0.222
07-11,07:30,476.715,831.662,84.97632,22.32,14.0,8.82,11.0,3.2,0.0,0.0,0.2199
07-11,07:40,509.635,847.732,86.49118,23.15,14.214,8.714,9.0,1.95,0.0,0.0,0.2181
07-11,07:50,542.838,864.661,88.03204,23.58,14.445,8.845,7.0,2.7,0.0,0.0,0.2142
07-11,08:00,574.821,879.567,89.60423,23.95,14.63,9.03,11.0,2.95,0.0,0.0,0.2111
07-11,08:10,607.936,889.911,91.21367,23.81,14.63,9.13,21.0,2.2,0.0,0.0,0.2084
07-11,08:20,637.47,899.427,92.86699,23.88,14.64,9.04,14.0,1.95,0.0,0.0,0.2043
07-11,08:30,668.318,908.053,94.57163,23.52,14.566,9.166,12.0,1.7,0.0,0.0,0.2001
07-11,08:40,699.654,919.783,96.336,23.93,14.804,9.334,17.0,2.7,0.0,0.0,0.1956
07-11,08:50,727.812,923.79,98.1697,23.54,14.635,9.265,22.0,2.45,0.0,0.0,0.1934
07-11,09:00,755.19,933.523,100.08368,24.47,15.051,9.461,22.0,2.45,0.0,0.0,0.1945
07-11,09:10,781.644,937.922,102.09057,24.18,14.769,9.169,16.0,2.7,0.0,0.0,0.1892
07-11,09:20,807.348,946.537,104.20491,24.97,15.063,9.163,14.0,3.45,0.0,0.0,0.1862
07-11,09:30,830.348,949.032,106.4436,25.54,15.267,9.177,14.0,1.2,0.0,0.0,0.1859
07-11,09:40,853.538,954.451,108.82624,25.39,15.158,9.058,17.0,3.45,0.0,0.0,0.183
07-11,09:50,875.47,957.638,111.37569,25.92,15.262,8.962,19.0,2.45,0.0,0.0,0.1812
07-11,10:00,896.068,964.631,114.11848,26.13,15.45,9.25,9.0,2.95,0.0,0.0,0.1787
07-11,10:10,914.098,963.326,117.08544,26.18,15.317,8.827,11.0,3.45,0.0,0.0,0.1768
07-11,10:20,930.969,968.888,120.31203,26.96,15.683,9.083,10.0,3.2,0.0,0.0,0.1761
07-11,10:30,946.32,967.143,123.83863,27.12,15.717,9.117,9.0,2.7,0.0,0.0,0.1756
07-11,10:40,960.747,967.833,127.71018,27.45,15.84,9.05,12.0,3.45,0.0,0.0,0.1741
07-11,10:50,969.907,965.034,131.97505,27.67,15.898,9.098,10.0,3.95,0.0,0.0,0.1743
07-11,11:00,980.407,962.506,136.68235,28.09,16.056,9.076,11.0,3.2,0.0,0.0,0.1717
07-11,11:10,992.214,961.923,141.87688,28.12,15.916,8.816,19.0,3.95,0.0,0.0,0.1706
07-11,11:20,1003.51,959.345,147.59112,28.01,16.033,9.133,26.0,1.95,0.0,0.0,0.1715
07-11,11:30,1012.26,959.213,153.83389,28.79,16.066,8.606,25.0,1.95,0.0,0.0,0.1721
07-11,11:40,965.987,890.396,160.57695,29.12,16.183,8.683,33.0,3.45,0.0,0.0,0.1699
07-11,11:50,1026.46,959.684,167.74334,29.04,16.027,8.337,34.0,4.7,0.0,0.0,0.1717
07-11,12:00,1031.88,958.433,175.20335,29.13,16.093,8.413,33.0,4.2,0.0,0.0,0.1722
07-11,12:10,1022.23,957.013,182.7841,29.08,15.884,7.984,27.0,3.45,0.0,0.0,0.1717
07-11,12:20,1028.73,962.523,190.29326,29.86,15.713,6.943,25.0,3.7,0.0,0.0,0.1732
07-11,12:30,1014.74,951.837,197.55014,29.61,15.649,6.989,29.0,2.95,0.0,0.0,0.1736
07-11,12:40,1007.26,956.401,204.41232,29.51,15.453,6.583,23.0,2.2,0.0,0.0,0.1724
07-11,12:50,997.304,947.338,210.7891,30.83,15.754,6.254,24.0,4.45,0.0,0.0,0.1734
07-11,13:00,996.381,947.758,216.64055,31.07,15.712,6.012,19.0,2.95,0.0,0.0,0.1752
07-11,13:10,986.154,943.448,221.96719,30.75,15.246,5.046,19.0,2.7,0.0,0.0,0.176
07-11,13:20,979.805,943.783,226.79658,31.33,15.467,5.077,25.0,3.45,0.0,0.0,0.1775
07-11,13:30,960.25,934.15,231.17124,31.4,15.34,4.74,34.0,3.95,0.0,0.0,0.1792
07-11,13:40,943.402,932.474,235.13974,31.4,15.509,5.209,29.0,4.7,0.0,0.0,0.1803
07-11,13:50,919.007,923.289,238.751,31.29,15.876,6.186,26.0,4.45,0.0,0.0,0.1795
07-11,14:00,897.152,916.936,242.051,31.68,16.018,6.238,21.0,3.45,0.0,0.0,0.1815
07-11,14:10,881.76,915.695,245.08135,32.21,15.926,5.536,8.0,3.95,0.0,0.0,0.1834
07-11,14:20,860.522,912.312,247.8788,31.83,15.789,5.499,14.0,2.2,0.0,0.0,0.1875
07-11,14:30,839.818,907.749,250.47531,31.47,15.248,4.448,9.0,4.2,0.0,0.0,0.1872
07-11,14:40,815.106,894.642,252.89851,32.01,15.624,4.924,9.0,3.45,0.0,0.0,0.19
07-11,14:50,786.794,880.148,255.17213,32.42,15.59,4.49,12.0,3.45,0.0,0.0,0.193
07-11,15:00,766.593,873.324,257.31659,31.56,15.136,3.946,19.0,1.7,0.0,0.0,0.1944
07-11,15:10,737.979,858.566,259.34944,32.34,15.526,4.426,20.0,4.2,0.0,0.0,0.1947
07-11,15:20,723.55,848.884,261.28579,32.7,15.497,3.997,19.0,2.95,0.0,0.0,0.2
07-11,15:30,709.263,850.284,263.13873,32.19,15.34,4.04,31.0,3.45,0.0,0.0,0.2028
07-11,15:40,685.982,837.756,264.91963,32.83,15.77,4.57,38.0,6.2,0.0,0.0,0.2033
07-11,15:50,658.682,824.006,266.6384,32.78,15.594,4.104,36.0,5.2,0.0,0.0,0.2084
07-11,16:00,637.845,819.912,268.30376,32.47,15.497,4.197,42.0,4.2,0.0,0.0,0.2144
07-11,16:10,572.923,725.564,269.92338,32.57,15.16,3.16,41.0,3.95,0.0,0.0,0.2108
07-11,16:20,597.404,775.544,271.50407,32.61,15.365,3.585,51.0,4.7,0.0,0.0,0.2179
07-11,16:30,170.159,17.2816,273.05194,31.83,14.726,2.446,51.0,4.45,0.0,0.0,0.1491
07-11,16:40,242.161,171.403,274.57246,31.79,14.938,3.158,48.0,4.2,0.0,0.0,0.1909
07-11,16:50,195.943,59.6657,276.07058,30.99,14.552,2.792,58.0,3.7,0.0,0.0,0.1685
08-11,06:40,155.943,275.451,83.57661,18.39,13.081,9.791,74.0,0.0,0.0,0.0,0.2786
08-11,06:50,209.628,387.666,85.11922,18.52,13.082,9.782,58.0,0.0,0.0,0.0,0.2708
08-11,07:00,231.995,424.875,86.67257,19.06,13.471,10.071,44.0,0.7,0.0,0.0,0.2666
08-11,07:10,288.485,523.02,88.24061,19.93,13.689,9.899,38.0,1.45,0.0,0.0,0.2552
08-11,07:20,346.29,580.284,89.82752,20.24,14.197,10.697,44.0,2.2,0.0,0.0,0.243
08-11,07:30,362.806,554.297,91.43779,21.08,14.436,10.566,52.0,2.2,0.0,0.0,0.2449
08-11,07:40,387.46,552.851,93.07621,21.59,14.578,10.508,50.0,1.95,0.0,0.0,0.2413
08-11,07:50,431.578,608.915,94.74799,22.23,14.508,9.948,42.0,1.95,0.0,0.0,0.2354
08-11,08:00,468.591,638.496,96.45877,23.19,14.835,9.955,44.0,2.45,0.0,0.0,0.2317
08-11,08:10,547.847,685.212,98.21472,24.03,14.951,9.651,55.0,2.2,0.0,0.0,0.2255
08-11,08:20,701.699,734.027,100.02259,24.8,14.84,8.94,72.0,0.95,0.0,0.0,0.2165
08-11,08:30,488.724,414.641,101.88985,25.95,14.978,8.318,63.0,1.2,0.0,0.0,0.2021
08-11,08:40,710.531,751.915,103.8247,27.59,15.091,7.331,72.0,1.95,0.0,0.0,0.2117
08-11,08:50,633.199,579.176,105.83627,28.12,16.465,9.995,65.0,2.2,0.0,0.0,0.2037
